COD_PERSONA;COD_AREANEGO;COD_EDAD;COD_OFICIPAL;COD_SEGLOBAL;estado_cli
43640383;13;52;3992;24;A
43642028;13;40;4609;24;A
43642164;13;78;3561;23;A
43642251;13;97;1862;23;A
43642784;13;62;3036;23;A
43643001;13;64;3523;23;A
43643178;13;64;8657;23;A
43643421;13;75;4091;23;A
43645010;13;76;9726;14;A
43645739;13;59;3435;23;A
43645844;13;77;3054;23;A
43647809;13;50;2811;86;A
43648477;13;33;3488;24;A
43648995;13;59;3955;21;A
43649215;13;62;3494;14;A
43649253;13;66;2120;22;A
43649784;13;65;4159;85;A
43651105;13;52;2918;24;A
43652970;13;77;6536;23;A
43654553;13;79;8262;14;A
43655387;13;84;3611;21;A
43655428;13;68;3924;23;A
43657247;13;35;3367;24;A
43660236;13;67;3318;23;I
43661874;13;35;3956;22;A
43662166;13;85;3032;22;A
43662466;13;54;2773;24;A
43663120;13;62;4131;23;A
43663727;13;87;3862;22;A
43663937;13;53;3494;24;A
43665291;13;40;5011;24;A
43665330;13;91;4332;23;A
43666222;13;59;5125;23;A
43669038;13;50;4259;24;A
43669247;13;85;1756;23;R
43669856;4747;58;3511;14;A
43670014;13;58;5606;24;A
43671298;13;51;3958;24;A
43672196;13;31;8104;24;A
43674674;13;78;2392;14;A
43675054;13;56;3169;24;A
43675477;13;31;4566;24;A
43676257;13;72;4510;22;A
43676524;13;61;829;23;A
43676851;13;37;7028;15;A
43677177;13;60;1049;23;A
43677213;13;66;847;23;A
43677263;13;96;207;23;A
43678198;13;55;8172;24;A
43678737;13;57;4598;22;A
43679121;13;38;8686;22;A
43679386;13;63;8738;23;A
43681678;13;56;4609;24;A
43681687;13;72;7062;14;A
43683018;13;63;3993;14;A
43683109;13;56;9784;86;A
43685529;13;55;3977;12;A
43686677;13;57;8734;24;A
43686733;13;54;3268;22;A
43687021;13;52;7028;24;A
43687841;13;51;4598;24;M
43689137;13;57;6298;24;A
43692310;13;40;9750;22;A
43692818;13;44;3978;15;A
43693363;13;45;6288;24;I
43694019;13;48;165;24;A
43695730;13;57;1015;21;A
43695851;13;57;205;21;A
43696723;13;59;7547;23;I
43698447;13;31;3789;24;I
43699307;13;33;3862;24;A
43699343;13;60;8177;23;A
43699538;13;79;6481;22;A
43699783;13;50;8175;24;A
43699874;13;69;6241;23;M
43699879;13;52;3172;24;A
43700151;13;60;4209;23;A
43700304;13;83;9697;23;A
43700571;13;78;3196;22;A
43701390;13;50;4159;87;A
43701442;13;58;7058;24;R
43702826;4747;59;3067;21;A
43703241;13;44;7767;24;A
43703715;13;57;6821;21;A
43704320;13;36;2392;24;A
43704521;13;56;8177;24;A
43704710;16;52;2062;24;A
43705316;13;34;2179;24;A
43705431;13;46;3172;24;A
43705816;13;71;3611;23;M
43709085;13;53;4618;24;I
43709456;13;48;1017;14;A
43709477;13;47;3847;24;M
43710714;13;33;5930;24;A
43711599;13;73;3523;23;M
43711903;13;51;3846;12;A
43713031;13;58;1707;22;A
43713311;13;50;6326;22;A
43714601;13;92;9697;23;A
43716825;13;47;4610;83;A
43716885;13;51;3382;21;A
43716932;13;80;6304;23;A
43717105;13;56;1412;24;A
43718351;13;46;1756;24;A
43720234;13;49;8738;24;A
43720541;6057;44;9442;24;A
43720770;13;45;3463;15;A
43722175;13;35;813;24;A
43723542;13;42;5808;24;A
43723762;13;55;297;24;I
43723954;13;76;6308;23;A
43725388;13;88;3955;23;M
43726014;13;54;8196;24;A
43727373;13;58;3367;24;A
43727637;13;86;3382;22;A
43728307;13;39;7032;84;A
43729262;13;47;4209;24;A
43732079;13;27;1707;25;A
43732430;13;61;4170;22;A
43733192;13;42;6284;15;A
43733231;13;54;3032;24;A
43733521;13;46;6348;24;A
43735017;13;31;3977;24;A
43735047;13;50;5808;24;A
43735238;13;82;2383;22;A
43735676;13;91;4568;23;A
43736966;13;52;7205;14;A
43737197;13;61;236;23;A
43737658;13;55;231;24;A
43737764;13;69;3172;23;M
43738295;13;88;3435;23;A
43741250;13;45;3382;24;A
43743828;13;46;4243;24;M
43744370;13;78;6237;23;A
43744965;13;62;2179;85;A
43745403;13;80;3090;23;A
43746619;13;44;3401;24;A
43747574;13;46;3511;24;A
43747935;13;55;8739;24;M
43748487;13;38;6306;24;A
43748622;8008;86;1707;21;R
43749825;13;67;1517;23;A
43750246;13;50;1461;24;A
43750297;13;89;2470;23;A
43750724;13;57;8662;15;A
43753837;13;57;3972;24;A
43754030;13;66;4609;23;M
43754426;13;47;8172;24;A
43754808;13;61;4049;23;R
43754917;13;70;855;23;A
43755802;13;42;8102;24;I
43756364;13;57;4092;15;A
43756600;13;55;3325;24;M
43757596;13;24;2120;25;A
43757909;13;81;4567;23;A
43758935;13;69;3993;23;M
43759387;13;92;1461;23;A
43759771;13;37;3326;24;A
43760600;13;93;9732;23;A
43761903;13;42;4388;24;A
43762432;13;38;4508;24;A
43762812;13;65;1404;23;A
43762880;13;60;3381;22;A
43762970;13;45;3073;24;A
43764043;13;40;3367;24;A
43765160;13;38;7565;24;A
43766100;13;40;3507;24;A
43766184;13;26;812;25;A
43769355;13;53;3325;24;A
43770011;13;78;3067;23;A
43770903;13;57;9328;24;A
43770940;13;49;4508;22;A
43771396;13;56;4507;87;A
43771950;13;85;238;23;A
43772721;13;85;8312;14;A
43774402;13;30;4568;24;A
43774449;13;63;2987;15;A
43774850;13;63;3454;14;A
43775049;13;54;9758;24;A
43775992;13;42;3326;24;A
43777795;13;56;7028;24;A
43778699;13;56;5341;14;A
43778830;13;56;7435;24;A
43779485;13;32;1410;24;A
43780049;13;50;6819;15;A
43780946;13;89;1889;14;A
43781079;13;62;829;22;A
43781561;13;62;8306;14;A
43781912;13;73;3862;23;A
43782004;13;89;6073;23;A
43782378;13;87;3978;23;A
43782712;13;74;3366;23;A
43783275;13;84;4510;21;A
43783288;13;53;236;83;A
43783379;13;48;5825;21;A
43783802;13;49;3397;22;A
43783903;13;59;256;22;A
43784094;13;92;6534;23;I
43784739;13;56;9726;24;A
43784769;13;60;1064;81;A
43785531;13;50;8110;24;A
43788720;13;76;9752;23;A
43788787;13;88;1889;23;A
43788812;13;64;4207;23;A
43789671;13;41;2148;22;A
43789800;13;57;3531;14;A
43789848;13;49;5210;21;A
43790129;13;80;3166;23;A
43791410;13;56;8320;24;A
43791635;13;91;3406;23;A
43791971;13;83;8671;23;A
43791983;13;63;297;14;A
43792048;13;52;165;24;R
43793081;13;52;262;24;A
43794136;13;73;9726;23;A
43794775;13;72;6315;23;A
43795028;13;57;2430;24;A
43795609;13;51;3097;24;A
43796240;13;57;3488;24;A
43796242;13;48;3528;22;A
43796832;13;67;845;23;A
43797255;13;30;9599;24;A
43797583;13;86;3958;22;A
43798535;13;45;3196;21;A
43799205;13;52;3401;22;A
43799608;13;52;7367;24;A
43800474;13;48;5328;24;A
43801164;13;82;2179;23;A
43802440;13;55;1941;24;A
43803687;13;58;3955;24;A
43804046;13;72;2987;23;A
43804141;13;51;4287;21;A
43804233;13;63;3973;14;A
43804717;13;74;3446;23;A
43806609;13;66;4566;23;M
43807037;13;46;8322;24;A
43807105;13;74;4702;14;A
43807342;13;57;3169;24;A
43807576;13;27;6329;25;A
43809979;13;68;7929;21;A
43810145;13;55;8105;22;A
43810628;13;46;3246;24;A
43811449;8008;34;295;22;I
43811886;13;59;6397;83;A
43815490;13;49;2486;21;A
43817096;13;48;211;24;A
43817503;13;83;2392;22;A
43817889;13;60;8671;87;A
43818054;13;27;846;25;A
43818845;13;59;3974;23;A
43819266;13;57;5011;85;A
43819384;13;46;8734;24;A
43819994;13;47;8112;14;A
43821634;13;42;6819;24;A
43821868;13;56;6414;81;A
43822868;13;27;7205;25;M
43823095;13;83;165;23;A
43823339;13;45;1468;24;A
43823448;13;50;2750;87;A
43823982;13;54;3245;14;A
43825205;13;26;8180;25;A
43825273;13;60;3097;23;A
43826487;6057;51;9399;24;A
43827225;13;79;8727;23;A
43827660;13;48;1468;24;I
43829838;13;48;3491;24;A
43830478;13;25;1389;25;A
43830620;13;44;3519;81;A
43831395;13;58;3978;24;A
43834377;13;62;9661;23;A
43834583;13;38;4619;22;A
43834890;13;41;4510;14;A
43834988;13;71;3268;21;A
43835784;13;24;3298;25;A
43836007;13;84;3325;23;A
43836283;13;83;4611;23;R
43838431;13;59;1024;22;A
43838593;13;39;4567;24;R
43838687;13;69;3961;23;A
43840335;13;27;1756;25;I
43840638;13;26;8319;25;A
43840696;13;43;8589;15;A
43841265;13;53;6686;15;A
43841707;13;74;6534;23;M
43842036;13;35;6311;24;A
43842381;13;52;3537;24;A
43842547;13;65;4567;23;A
43843831;13;65;1284;23;A
43844278;13;52;6284;24;A
43844833;13;92;4091;23;A
43844839;13;53;3705;22;A
43845531;13;50;4619;24;I
43845987;13;70;7028;22;A
43846119;13;70;4607;22;A
43846343;13;54;1517;24;A
43846369;13;41;3847;24;A
43847225;13;51;6311;24;A
43847812;13;49;3924;87;A
43849657;13;54;3650;24;A
43850043;13;42;859;24;A
43852504;13;54;4170;24;A
43852713;13;50;1938;14;A
43852764;13;47;4091;24;A
43852776;13;70;3052;23;A
43853191;13;49;269;24;M
43853320;13;54;981;24;A
43854463;13;77;3536;22;A
43855148;6057;41;9451;24;A
43855406;13;22;4332;25;A
43856226;13;55;2811;24;I
43856339;13;66;3402;23;R
43856623;13;56;8323;87;A
43856846;13;54;7062;83;M
43857162;13;64;1233;23;I
43859207;13;51;6542;24;A
43860546;13;30;3102;24;A
43862608;13;57;4438;22;A
43862930;13;96;1367;23;A
43865188;13;59;5211;23;M
43865252;13;52;9569;24;A
43865655;13;78;3955;23;A
43866175;13;49;4170;24;A
43866330;13;61;5825;23;A
43866392;13;61;9328;14;A
43866581;13;45;1041;24;A
43867116;13;64;4207;23;A
43868293;13;74;810;23;A
43869125;13;52;6241;24;A
43869344;13;31;7062;24;A
43869531;13;57;849;24;A
43869717;13;54;3566;24;R
43870109;13;50;3166;24;A
43871073;13;86;6308;22;A
43872480;13;69;9322;23;A
43872694;13;59;4508;23;A
43872698;13;49;3145;24;A
43873764;13;49;5210;24;A
43874128;13;48;6296;24;A
43875557;13;41;8101;24;A
43876807;13;47;7062;24;M
43880601;13;54;810;22;A
43882115;13;78;7929;22;A
43883491;13;38;3517;24;A
43884017;13;39;3367;22;A
43885096;13;44;849;24;A
43885609;13;52;2120;14;A
43885800;13;41;8101;24;M
43885889;13;53;6296;24;A
43887948;88;59;4842;23;R
43889364;13;51;3454;21;A
43889755;13;55;3347;24;A
43889964;13;36;2395;24;A
43891159;13;36;6306;22;A
43891600;13;48;886;24;A
43893647;13;81;9313;22;A
43893677;13;49;1037;24;A
43893753;13;95;2196;23;A
43895044;13;50;880;24;A
43895220;13;29;4330;25;A
43896050;13;70;1379;23;A
43898100;13;85;206;23;A
43898934;13;86;1064;14;A
43899695;13;51;4609;14;A
43900346;13;96;5825;23;A
43900444;13;50;3056;24;A
43900818;13;49;8196;24;A
43900865;13;56;1018;24;A
43900969;13;44;5611;24;A
43901152;13;70;206;23;M
43904724;13;33;8023;24;A
43905701;13;68;3523;23;A
43906103;13;95;4609;23;M
43907474;13;27;3154;25;A
43907794;13;37;4609;24;A
43908724;13;62;4507;22;A
43911248;13;77;4159;23;M
43911585;13;84;3419;22;A
43911974;13;65;3169;22;A
43912010;13;90;2179;23;A
43912014;13;59;3150;87;A
43912345;13;51;345;24;A
43913438;13;59;3052;23;A
43913722;13;45;8739;24;A
43914145;13;81;3032;23;A
43914272;13;55;1379;24;A
43914879;13;56;3385;24;M
43915748;13;62;4170;23;A
43916835;13;40;6315;24;M
43917504;13;63;3245;22;A
43918368;13;38;8323;24;A
43919396;13;41;8747;24;A
43919492;13;41;4567;87;A
43919514;13;72;1018;23;A
43919878;13;53;269;24;A
43920684;13;34;165;24;M
43922933;13;51;1016;24;A
43924694;13;91;7062;22;A
43925124;13;82;3972;21;A
43925221;13;63;8808;23;A
43925672;13;46;3074;24;A
43927037;13;46;7353;24;A
43927901;13;63;4609;22;A
43928065;13;51;3571;24;A
43928307;13;58;3956;21;A
43928921;13;40;1373;24;A
43929809;13;38;1016;22;A
43931453;13;52;6311;14;A
43931687;13;48;7562;24;A
43931819;13;24;3435;25;A
43931997;13;44;8612;24;A
43932126;13;71;6282;23;A
43932263;13;43;3732;24;A
43934209;13;38;1048;24;A
43934793;13;99;3032;23;A
43935163;13;42;8175;24;I
43935474;13;50;8669;83;M
43935558;13;79;4161;23;A
43935744;13;66;262;21;A
43936183;13;24;3382;25;A
43936674;13;42;3032;15;A
43937723;13;78;8312;23;A
43938360;13;76;5292;22;A
43938368;13;41;1064;24;A
43939248;13;44;5211;14;A
43939572;8008;35;4585;24;I
43939773;13;58;211;24;A
43940123;13;22;812;25;A
43941185;13;48;8747;24;I
43941605;13;44;8116;24;A
43942460;13;49;5979;21;A
43943657;13;58;6237;24;M
43944289;13;54;3557;24;A
43945017;13;60;3298;23;A
43946531;13;51;810;24;A
43948461;13;79;263;23;A
43948905;13;60;6720;23;A
43949898;13;34;2383;24;A
43950657;13;30;3077;24;A
43951065;13;47;3557;15;A
43951083;13;46;3367;24;A
43951474;13;56;6790;24;A
43953070;13;56;6325;24;A
43953783;13;53;6964;21;A
43953940;13;93;3974;22;A
43955610;13;90;937;21;A
43956218;13;52;8725;24;A
43957509;13;65;8320;22;A
43959232;13;61;7205;23;A
43959471;13;44;8116;24;A
43959910;13;75;256;23;I
43960531;13;54;9303;24;A
43960629;13;84;1527;23;A
43960678;13;31;8101;24;A
43961639;13;49;3166;24;A
43964387;13;63;4614;23;A
43966897;13;46;207;14;A
43967814;13;88;1433;23;A
43968085;13;67;4809;23;A
43969292;13;61;1973;23;A
43969656;13;57;3196;24;A
43970131;13;49;4566;24;I
43970184;13;53;3611;87;A
43970937;13;56;8747;24;A
43972220;13;58;3523;24;A
43972994;13;60;1064;87;A
43974894;13;51;4598;21;A
43975098;13;63;222;14;A
43976499;13;75;4702;23;A
43976874;13;58;8745;24;A
43977203;13;37;6964;24;A
43977894;13;43;9732;22;A
43978513;13;60;4611;21;A
43979472;13;58;8149;24;A
43980397;4747;48;3732;22;A
43980527;13;56;6315;13;A
43982620;13;28;1461;25;A
43983358;13;46;4246;24;A
43983939;13;41;3536;24;A
43983940;13;94;7435;23;A
43984226;13;34;2669;24;A
43985006;13;68;4259;22;A
43985225;13;72;1966;21;A
43985794;13;92;161;23;R
43986623;13;27;2815;25;A
43987292;13;48;4388;24;A
43987573;13;55;9734;24;M
43988201;13;43;3494;24;A
43988222;13;54;4041;24;A
43989602;13;47;3840;24;A
43989830;13;53;7543;24;A
43991862;13;70;819;23;M
43991968;13;88;3961;23;A
43992009;13;76;4962;23;A
43992095;13;77;8361;23;A
43992179;13;76;2120;23;A
43992613;13;92;4212;21;A
43993450;13;33;4091;22;A
43994233;13;64;3846;22;A
43994358;6057;47;9981;24;I
43994775;13;45;4259;24;M
43997353;13;87;2179;23;A
43998427;13;56;211;24;A
43999400;13;24;835;25;A
43999417;13;56;6077;24;A
43999663;6057;62;9473;23;A
44000158;13;24;3528;25;A
44000809;13;47;222;24;A
44001216;13;78;3561;23;I
44001347;13;83;9569;21;A
44001884;13;43;3973;24;M
44002205;13;31;1554;24;A
44003060;13;62;4209;22;A
44004264;13;63;1412;22;A
44004783;13;42;4607;83;M
44006766;13;49;3705;83;A
44007072;13;83;9732;23;A
44008689;13;81;8180;23;A
44009779;13;42;1517;24;A
44009886;13;81;3972;23;A
44010202;13;41;2570;24;I
44012467;13;67;7062;23;R
44013552;13;80;5825;22;A
44013651;13;53;8165;81;A
44014451;13;43;8101;21;A
44014736;13;79;1037;23;A
44015667;13;48;1909;22;A
44015702;13;32;3419;22;A
44016016;13;23;4775;25;A
44016455;13;81;4502;23;A
44016575;13;40;283;24;A
44016838;13;54;1797;24;M
44019794;13;62;4159;23;A
44020990;13;42;1615;14;A
44021278;13;22;850;25;M
44021852;13;42;1015;81;A
44022899;13;41;6284;24;A
44022946;13;52;4259;24;A
44023651;13;52;204;24;I
44024869;13;49;9773;15;A
44026317;13;21;8327;25;A
44027426;13;65;6569;23;A
44028501;13;51;6938;24;A
44028708;13;43;7367;24;A
44029037;13;45;3862;24;R
44029246;13;60;4619;23;I
44029856;13;44;2602;24;A
44030196;13;55;3862;24;A
44030655;13;51;4609;24;A
44030856;13;47;4619;81;A
44031508;13;60;6298;22;A
44031806;13;59;807;22;A
44032339;13;54;5606;24;A
44032367;13;46;4962;24;A
44032769;13;51;7307;24;I
44035013;13;51;4769;24;A
44035420;13;49;9312;15;A
44035432;13;88;8679;14;A
44036425;13;26;6260;25;A
44037349;13;41;3169;15;A
44038924;13;43;8669;24;A
44038997;13;22;855;22;A
44040956;13;70;849;23;A
44041447;13;50;3561;22;A
44043497;13;87;161;23;A
44044145;13;65;1828;23;A
44044251;13;83;813;23;A
44046295;13;59;3536;23;A
44046502;13;89;256;23;A
44047165;13;57;238;21;A
44047166;13;42;1973;24;A
44048498;13;64;3145;23;A
44049791;13;53;231;24;A
44050064;13;85;161;23;A
44050497;13;70;3435;14;A
44050634;13;41;6308;81;A
44051622;13;33;1862;84;A
44051625;13;76;9773;23;A
44051991;13;73;1404;23;A
44052144;13;65;1797;23;A
44052544;13;53;1049;24;I
44052613;13;74;231;14;A
44053519;13;62;3705;21;A
44053946;13;49;3172;24;A
44054243;13;52;3517;24;A
44054719;13;47;1287;24;A
44054950;13;44;3178;24;A
44055770;13;44;7228;24;A
44058168;13;40;9750;24;A
44058847;13;38;1889;24;A
44061077;13;65;359;23;A
44062007;13;41;7058;24;A
44062228;13;25;262;25;A
44064704;13;58;1527;24;A
44066714;13;40;7367;24;M
44068240;13;29;171;81;A
44068296;13;41;3074;24;A
44069576;6057;72;9981;23;I
44070284;13;56;4611;24;R
44070713;13;70;257;23;A
44070932;13;47;8668;24;A
44071967;13;38;204;15;A
44073396;13;48;7038;24;A
44073507;13;45;3536;24;A
44074139;13;76;1889;22;A
44074250;13;83;6323;14;A
44075765;13;23;3382;25;I
44075798;13;35;1919;24;A
44077288;13;62;6077;23;A
44077303;13;62;859;81;A
44077906;13;88;7385;23;M
44078005;13;20;4126;25;A
44080710;13;20;3326;25;A
44082191;13;49;4143;21;A
44082737;13;44;3732;24;A
44083280;13;74;378;23;A
44083763;13;43;1889;87;A
44085004;13;73;4243;23;A
44085106;13;84;508;23;A
44085754;13;61;4055;83;M
44085981;6057;45;1278;24;I
44086053;13;39;2954;24;A
44086163;13;49;6577;21;A
44088668;8008;37;165;81;I
44089035;13;60;9303;23;A
44089540;13;26;211;22;A
44090397;13;22;8737;25;A
44090875;13;55;2602;24;A
44093042;13;46;3419;83;A
44093856;13;43;3956;24;A
44095011;13;46;4609;24;A
44095237;16;50;2062;24;A
44096193;8008;21;3326;25;I
44096763;6057;37;8248;24;I
44096878;13;43;5630;24;M
44096970;13;54;6260;24;A
44097725;13;41;4962;89;A
44098076;13;53;3528;22;A
44098680;13;58;274;24;A
44099506;13;57;4268;24;A
44099526;13;18;4597;25;A
44100171;13;47;6959;24;A
44100311;8008;52;71;24;I
44101000;13;48;9773;24;A
44101002;13;19;8320;25;A
44101898;13;36;3958;22;A
44102016;13;43;5211;83;A
44102916;13;37;3052;24;M
44103574;13;19;9764;25;A
44105070;13;47;4609;24;A
44105147;13;39;7929;24;A
44105223;13;31;1889;24;A
44105528;13;21;4567;25;A
44107379;13;54;4619;14;A
44108953;13;19;6317;25;A
44109824;13;57;6313;24;A
44110279;13;18;4287;25;A
44112669;13;49;807;24;A
44113396;13;32;8737;24;A
44113510;13;60;171;23;I
44114318;13;44;3494;24;A
44114852;13;77;1468;23;A
44115486;13;43;3847;82;A
44116071;13;44;8116;81;A
44116965;13;84;3366;23;M
44119922;13;46;8110;24;A
44120036;13;22;3846;25;A
44120341;13;71;257;23;A
44120959;13;56;2442;24;A
44121224;13;41;1714;24;A
44121416;13;51;3491;24;A
44122783;13;85;5825;23;A
44122796;13;24;7562;25;A
44122934;13;41;4618;24;M
44123703;13;62;1889;23;A
44125617;13;47;3419;24;A
44127624;6057;22;8610;25;A
44130143;13;44;262;15;A
44130216;13;41;1973;24;A
44130597;13;49;8320;24;I
44130616;13;66;3531;23;I
44131249;13;56;3014;24;A
44131550;13;45;9764;24;A
44132346;13;44;8738;21;A
44133267;13;63;1037;23;A
44133585;13;42;3178;24;A
44133913;13;55;1756;24;A
44134539;13;39;2171;21;A
44135054;13;42;9791;15;A
44135957;13;21;5328;25;A
44136468;13;42;3993;24;A
44137230;13;57;6577;24;A
44139602;13;24;6296;25;A
44139935;13;50;8745;24;A
44142088;13;50;593;24;A
44142416;13;29;813;25;M
44142916;13;69;4087;23;A
44144506;13;39;5540;22;A
44144568;13;34;7944;24;A
44144777;13;50;3169;14;A
44145414;6057;22;1371;25;R
44146018;13;51;4250;24;A
44146343;13;20;3385;25;A
44146861;13;44;849;22;A
44147528;13;46;2454;24;I
44147561;4747;39;6306;14;A
44147796;8008;39;71;24;I
44148290;13;20;6821;22;A
44149780;13;61;2311;23;I
44150143;13;33;4566;22;A
44150726;13;23;2395;25;A
44151091;13;38;3494;24;A
44152967;13;58;578;24;A
44154706;13;43;6569;24;A
44157749;13;66;3956;22;A
44157892;13;70;6527;23;A
44158678;13;50;6315;24;A
44160247;13;36;9792;82;A
44161630;13;34;4962;24;A
44162230;13;25;9730;25;R
44162561;13;28;8676;22;A
44163114;13;87;7028;23;A
44163894;13;38;6311;81;I
44164961;13;68;1747;23;A
44166525;13;21;3976;25;I
44166710;13;50;1379;24;M
44166850;13;44;3394;24;A
44167032;8008;36;222;24;I
44168073;13;34;199;24;A
44168077;13;48;4068;24;A
44168364;13;36;4454;83;A
44168540;13;52;2647;24;A
44169981;13;51;6539;24;I
44170599;88;77;9509;23;R
44170959;13;26;3237;25;A
44171163;8008;48;6260;24;I
44171764;13;35;1745;24;A
44173735;13;43;3852;81;A
44174794;13;39;6073;24;A
44176108;13;34;8361;24;M
44177169;13;57;3491;22;A
44177858;13;81;236;23;R
44178267;13;52;3178;80;A
44178272;13;36;7929;87;M
44178363;13;19;576;25;A
44179548;13;65;3178;23;A
44180368;13;40;5910;24;A
44180605;13;46;3415;24;A
44181535;13;71;4159;22;A
44181568;13;36;6534;24;A
44181759;13;46;3847;24;A
44184270;13;60;1274;23;A
44184491;13;72;2957;23;A
44184596;13;46;3419;22;A
44185349;13;75;9661;23;A
44186162;13;18;4502;25;A
44186284;13;60;6237;23;A
44188746;13;78;519;23;R
44188770;13;54;4607;24;A
44189326;13;41;295;24;A
44189364;4747;43;1371;21;A
44190315;13;22;4092;25;A
44190390;13;41;6827;24;A
44191226;13;32;9784;21;A
44191344;13;27;8740;25;A
44191720;13;40;9661;24;A
44192059;13;81;8738;23;A
44192113;13;51;3532;24;A
44192172;13;44;4568;24;A
44192639;13;23;7028;25;A
44192754;13;86;1468;22;A
44192914;13;42;812;81;A
44193536;13;52;3052;24;A
44195056;13;52;3102;24;A
44195913;13;47;236;24;A
44197864;6057;36;8642;24;A
44198052;13;56;222;24;A
44198798;13;69;9322;23;A
44199053;13;58;8327;24;A
44199498;13;62;3246;14;A
44200675;13;43;3052;24;A
44200826;13;21;1797;25;A
44201302;13;71;4087;23;A
44202197;13;59;3840;23;A
44203308;13;48;1245;24;I
44203391;13;22;7747;25;A
44204804;13;66;2467;23;A
44205234;13;65;3993;23;A
44205378;13;73;4161;23;A
44206554;13;71;4598;23;A
44206859;13;64;6313;23;A
44207352;13;59;3166;14;A
44207529;13;69;5210;23;A
44207933;13;24;8680;25;A
44208157;13;35;3169;24;A
44208992;13;56;4607;21;A
44210774;13;92;2171;23;A
44211246;13;50;4620;24;A
44212246;13;24;3172;25;A
44212725;13;41;207;22;A
44213106;13;29;3784;25;A
44214003;13;37;4246;24;A
44215325;6057;38;5011;24;A
44215328;13;38;9766;24;A
44215337;13;24;1030;25;R
44216421;8008;37;71;24;I
44216493;13;46;269;24;I
44217747;13;64;8312;23;A
44218920;13;61;7353;23;A
44219109;13;21;3419;25;A
44219129;13;52;3183;24;A
44220005;13;44;1410;24;A
44221480;13;43;4502;21;A
44221633;13;67;231;23;M
44222591;13;92;810;23;A
44222617;13;90;8358;23;I
44222835;13;52;2155;24;A
44222935;13;87;1674;22;A
44225770;13;55;3531;24;A
44225851;13;52;509;22;A
44226050;13;64;7367;83;M
44226145;13;40;4620;24;A
44226197;13;34;4246;24;A
44226249;13;60;4287;23;A
44226647;13;58;4087;24;A
44227083;13;49;6527;24;A
44227219;13;36;9694;22;A
44227775;13;20;3789;25;A
44227864;13;20;6311;25;A
44229814;13;50;238;22;A
44231625;13;55;3494;24;M
44232159;13;41;3367;24;A
44232907;13;54;7929;14;A
44233022;13;82;6819;21;A
44234104;13;43;7301;24;A
44234216;13;20;2470;25;A
44235096;13;20;2103;25;A
44235538;13;39;9303;24;A
44236539;13;41;4762;24;A
44237320;13;34;9694;24;A
44238914;13;41;7929;24;I
44239410;13;46;9328;24;A
44239463;13;42;2750;24;A
44240986;13;38;4607;14;A
44241088;13;60;6936;21;A
44241629;4747;56;5763;14;A
44241735;13;20;9600;25;A
44242773;4747;48;6487;22;A
44243457;13;73;262;23;A
44244955;13;59;4030;23;I
44247391;13;47;3402;24;A
44247620;13;38;584;24;A
44247724;13;62;6296;82;A
44249108;13;49;1756;24;A
44249132;13;46;6313;24;A
44250737;13;44;3154;24;A
44251112;13;42;3843;24;M
44251472;13;47;4170;80;A
44253184;13;25;6317;25;A
44254188;13;45;5210;24;A
44254484;13;69;4159;22;A
44254850;13;36;257;24;A
44255068;13;35;923;24;A
44255134;13;58;3962;24;M
44255604;4747;45;8606;14;A
44256071;13;19;161;25;A
44256110;13;41;7367;24;A
44256283;13;26;4330;25;A
44256383;13;39;6759;24;A
44257480;13;18;3968;25;A
44258171;13;47;2120;24;A
44258952;13;51;8740;24;A
44259313;13;39;928;85;A
44259896;13;19;1868;22;A
44261503;13;19;8105;25;A
44262756;13;27;8182;25;A
44263377;13;44;5540;22;A
44265431;13;45;8747;24;A
44266287;13;35;3050;21;A
44268425;13;33;2939;14;A
44269444;13;45;7028;24;I
44269732;13;45;5333;15;A
44270431;13;43;3172;24;A
44271158;6057;42;7435;24;A
44271398;13;40;3577;24;M
44271899;13;42;8109;24;A
44272493;13;43;6076;24;M
44273661;13;49;4766;24;A
44273731;13;54;3166;24;A
44273833;13;94;207;23;A
44274822;13;90;4607;21;A
44275024;13;57;3978;21;A
44275105;13;81;1527;23;A
44276478;13;22;4508;25;A
44277467;13;45;6536;24;M
44278029;13;53;4566;24;A
44278419;13;44;165;24;A
44278511;13;42;2272;24;A
44278837;13;37;9303;24;A
44278980;13;75;819;23;A
44279667;13;45;6073;24;A
44279989;13;79;4212;23;A
44280220;13;48;3397;24;A
44280947;13;27;165;25;M
44281663;13;56;6408;83;A
44281695;13;64;3993;14;A
44282226;13;75;4962;23;A
44282228;13;45;4619;24;A
44283085;13;58;3958;24;A
44283670;13;21;1373;25;A
44285404;13;23;2570;25;A
44286584;13;56;745;24;A
44287030;13;42;3956;24;A
44287289;13;36;5338;24;A
44288307;6057;39;9981;24;I
44288345;13;58;4620;24;A
44289628;4747;41;4566;22;A
44290655;13;21;6680;25;A
44290669;13;58;4611;14;A
44291426;13;65;7353;14;A
44294160;13;34;5328;24;A
44296366;13;80;9328;23;A
44297055;13;38;6686;14;A
44297341;13;37;813;24;A
44298674;6057;37;8614;15;A
44300070;13;43;3557;22;A
44303107;13;42;4209;14;A
44303629;13;33;3214;22;A
44306036;13;45;8176;22;A
44306281;16;47;2062;24;A
44307975;13;44;9661;24;A
44308244;13;39;8321;15;A
44309418;13;46;1049;24;I
44310874;13;88;3611;23;A
44311625;13;38;8361;24;A
